state,district,crop,soil_type,water_source,sowing_month,avg_temp,rainfall,yield_per_acre,market_price
Karnataka,Dharwad,Coconut,Black,Rain-fed,2,30,124,63.95,31
Maharashtra,Nashik,Chilli,Laterite,Rain-fed,11,16,224,1.17,15108
Karnataka,Belagavi,Potato,Black,Tank,2,12,177,17.68,2341
Karnataka,Mandya,Chilli,Black,Borewell,4,13,250,1.39,14787
Karnataka,Belagavi,Onion,Black,Borewell,10,16,111,8.23,2520
Tamil Nadu,Chennai,Rice,Clay,Rain-fed,1,28,142,2.28,2043
Karnataka,Dharwad,Coconut,Black,Rain-fed,1,26,132,65.35,39
Maharashtra,Nashik,Wheat,Loamy,Borewell,5,17,42,1.69,2185
Tamil Nadu,Coimbatore,Tomato,Sandy Loam,River,7,38,194,7.51,2186
Maharashtra,Nagpur,Maize,Sandy,Canal,5,19,223,2.64,1607
Karnataka,Belagavi,Tomato,Red,Canal,6,33,22,9.86,2511
Karnataka,Mysore,Potato,Laterite,River,3,16,241,16.4,2304
Karnataka,Mysore,Chilli,Sandy Loam,Canal,7,22,238,1.59,15989
Tamil Nadu,Salem,Onion,Alluvial,Borewell,3,32,89,6.65,2256
Tamil Nadu,Coimbatore,Potato,Sandy Loam,Tank,3,36,34,8.97,1681
Karnataka,Mandya,Coconut,Clay,Rain-fed,9,17,42,31.66,30
Tamil Nadu,Salem,Rice,Black,Borewell,1,32,214,2.43,2225
Tamil Nadu,Salem,Wheat,Laterite,Borewell,1,25,160,1.33,1933
Karnataka,Dharwad,Potato,Sandy,Borewell,1,13,197,14.93,2303
Karnataka,Belagavi,Coconut,Red,Canal,1,24,59,63.22,38
Maharashtra,Thane,Wheat,Laterite,River,2,34,295,0.72,2330
Tamil Nadu,Chennai,Potato,Black,Canal,4,37,42,8.74,1770
Karnataka,Mysore,Coconut,Alluvial,River,1,32,134,59.43,36
Tamil Nadu,Coimbatore,Onion,Alluvial,Canal,1,19,227,9.99,1865
Karnataka,Bangalore Urban,Maize,Black,River,3,22,235,3.17,2204
Tamil Nadu,Salem,Rice,Clay,Tank,10,13,69,1.58,2486
Tamil Nadu,Chennai,Potato,Sandy Loam,Borewell,1,25,149,16.76,1825
Karnataka,Mysore,Wheat,Alluvial,Borewell,2,13,281,1.78,2474
Karnataka,Belagavi,Chilli,Alluvial,Rain-fed,2,17,289,1.48,14672
Karnataka,Mysore,Potato,Sandy,River,9,18,169,15.1,1848
Tamil Nadu,Coimbatore,Tomato,Loamy,Tank,10,14,251,9.38,3041
Maharashtra,Nagpur,Wheat,Laterite,River,5,15,143,1.52,2075
Maharashtra,Nagpur,Potato,Laterite,Tank,7,13,237,15.53,1626
Maharashtra,Pune,Rice,Loamy,Borewell,12,33,248,2.02,2521
Tamil Nadu,Madurai,Tomato,Alluvial,Tank,6,28,221,10.79,2031
Tamil Nadu,Madurai,Tomato,Loamy,Borewell,7,26,209,14.08,2027
Maharashtra,Nashik,Chilli,Alluvial,Tank,6,25,295,1.8,13613
Karnataka,Haveri,Tomato,Sandy Loam,River,1,38,264,7.23,2721
Maharashtra,Thane,Chilli,Clay,River,9,21,34,1.63,15221
Tamil Nadu,Chennai,Wheat,Red,Rain-fed,3,32,270,0.8,1886
Maharashtra,Nagpur,Tomato,Laterite,River,6,33,90,9.48,2227
Maharashtra,Pune,Chilli,Sandy Loam,Tank,9,24,207,1.78,14434
Maharashtra,Pune,Wheat,Clay,Borewell,5,17,220,1.71,1867
Tamil Nadu,Chennai,Wheat,Clay,Borewell,6,33,79,0.81,1962
Karnataka,Mandya,Maize,Loamy,Borewell,11,23,177,4.07,2814
Tamil Nadu,Salem,Rice,Clay,Tank,1,32,273,1.71,2060
Karnataka,Bangalore Urban,Potato,Laterite,River,12,19,226,16.88,2184
Maharashtra,Nashik,Coconut,Laterite,Tank,1,18,267,39.58,27
Tamil Nadu,Salem,Onion,Clay,Tank,4,34,226,5.21,1926
Karnataka,Mandya,Onion,Sandy Loam,Tank,11,29,72,6.37,2846
Maharashtra,Pune,Wheat,Laterite,Tank,3,26,163,1.09,2167
Maharashtra,Nagpur,Coconut,Clay,Tank,12,19,72,39.54,30
Karnataka,Belagavi,Onion,Loamy,Tank,8,31,51,6.98,2367
Tamil Nadu,Madurai,Tomato,Laterite,Tank,6,21,242,10.01,2315
Tamil Nadu,Madurai,Coconut,Laterite,Borewell,2,13,291,36.82,28
Maharashtra,Pune,Maize,Sandy,Canal,8,14,190,1.97,2108
Maharashtra,Thane,Coconut,Sandy Loam,Rain-fed,4,19,72,33.26,26
Karnataka,Bangalore Urban,Coconut,Clay,Borewell,2,35,167,54.45,35
Maharashtra,Nashik,Tomato,Red,River,12,18,46,9.27,2397
Karnataka,Mandya,Coconut,Alluvial,Borewell,2,12,222,41.12,30
Maharashtra,Pune,Onion,Clay,Canal,3,28,56,6.79,1882
Karnataka,Bangalore Urban,Rice,Clay,Borewell,9,32,210,2.16,2683
Tamil Nadu,Coimbatore,Maize,Sandy Loam,River,7,30,29,2.42,1473
Tamil Nadu,Madurai,Coconut,Red,Canal,9,27,132,62.76,31
Maharashtra,Pune,Rice,Loamy,Tank,7,38,104,1.61,1730
Karnataka,Dharwad,Coconut,Sandy,River,7,38,105,35.26,34
Tamil Nadu,Madurai,Maize,Sandy,Canal,3,15,167,2.12,1755
Karnataka,Dharwad,Chilli,Alluvial,Tank,8,20,132,1.52,16348
Tamil Nadu,Madurai,Potato,Laterite,Rain-fed,5,22,51,12.13,1774
Maharashtra,Pune,Chilli,Red,River,10,30,97,1.52,15172
Tamil Nadu,Coimbatore,Wheat,Black,Borewell,7,12,136,1.67,1684
Maharashtra,Nagpur,Coconut,Sandy Loam,Rain-fed,3,21,255,48.7,31
Maharashtra,Nagpur,Wheat,Red,Rain-fed,6,37,109,0.63,1860
Tamil Nadu,Chennai,Chilli,Red,Borewell,6,29,22,1.95,13421
Tamil Nadu,Madurai,Tomato,Sandy Loam,Canal,2,24,255,12.89,2602
Karnataka,Dharwad,Rice,Laterite,Canal,9,18,246,1.96,2444
Tamil Nadu,Salem,Potato,Laterite,River,8,23,201,14.33,1557
Karnataka,Mysore,Coconut,Red,River,4,29,105,61.58,36
Tamil Nadu,Salem,Coconut,Red,Borewell,8,22,56,56.48,28
Karnataka,Mandya,Tomato,Clay,Tank,4,14,20,7.67,2485
Maharashtra,Nashik,Potato,Laterite,Borewell,5,26,28,14.35,1787
Tamil Nadu,Chennai,Onion,Black,Tank,4,38,225,4.73,2173
Maharashtra,Thane,Potato,Sandy,Tank,11,37,85,7.0,1841
Karnataka,Belagavi,Onion,Red,Borewell,8,24,112,8.45,2831
Tamil Nadu,Madurai,Maize,Loamy,River,6,14,297,2.57,1621
Karnataka,Bangalore Urban,Potato,Alluvial,Borewell,5,22,66,18.96,1646
Karnataka,Bangalore Urban,Rice,Sandy,River,4,13,300,1.24,2576
Maharashtra,Pune,Chilli,Clay,Borewell,2,38,160,1.21,14513
Karnataka,Mandya,Maize,Laterite,Borewell,9,25,186,3.4,2163
Maharashtra,Thane,Tomato,Loamy,Borewell,6,35,264,9.86,2029
Karnataka,Mysore,Chilli,Black,Tank,4,35,86,1.47,18344
Karnataka,Belagavi,Potato,Sandy,River,4,18,151,15.05,2154
Tamil Nadu,Coimbatore,Onion,Black,Borewell,9,15,270,7.89,2365
Karnataka,Belagavi,Coconut,Sandy,River,5,28,149,50.99,31
Karnataka,Bangalore Urban,Onion,Black,Canal,3,32,75,7.15,2873
Maharashtra,Nashik,Potato,Loamy,Rain-fed,6,18,195,18.74,1404
Maharashtra,Pune,Rice,Black,Borewell,11,22,281,2.57,1929
Maharashtra,Pune,Rice,Clay,Borewell,11,17,32,1.81,2077
Maharashtra,Pune,Tomato,Sandy Loam,Borewell,2,18,223,10.58,2586
Karnataka,Mandya,Maize,Laterite,Canal,4,12,238,2.07,2155
Tamil Nadu,Madurai,Chilli,Black,Canal,1,16,285,1.49,11433
Karnataka,Mysore,Wheat,Sandy,Borewell,1,21,171,1.18,2794
Karnataka,Bangalore Urban,Chilli,Loamy,Borewell,6,31,192,1.86,13469
Karnataka,Bangalore Urban,Chilli,Red,Tank,10,17,118,1.26,18940
Maharashtra,Thane,Maize,Clay,Tank,7,30,91,2.46,1836
Maharashtra,Nashik,Onion,Red,Canal,12,12,38,7.46,2539
Tamil Nadu,Salem,Onion,Sandy Loam,Rain-fed,9,14,125,7.36,2396
Maharashtra,Nashik,Onion,Alluvial,Tank,7,15,255,8.04,1837
Maharashtra,Thane,Potato,Clay,Tank,4,23,150,15.54,1509
Tamil Nadu,Chennai,Tomato,Laterite,Canal,11,37,242,8.72,2601
Tamil Nadu,Coimbatore,Rice,Sandy Loam,Tank,4,13,222,1.39,2163
Maharashtra,Nashik,Coconut,Sandy Loam,Borewell,6,29,234,69.48,26
Maharashtra,Nagpur,Tomato,Clay,Tank,7,37,300,6.61,1965
Maharashtra,Nagpur,Maize,Alluvial,Canal,10,24,184,4.0,2034
Karnataka,Haveri,Rice,Sandy Loam,River,9,20,49,2.22,2076
Karnataka,Bangalore Urban,Onion,Loamy,Canal,3,22,296,9.37,2265
Karnataka,Haveri,Chilli,Sandy Loam,Borewell,4,19,161,1.51,14199
Maharashtra,Nagpur,Rice,Loamy,Rain-fed,4,24,40,2.22,2277
Tamil Nadu,Chennai,Potato,Laterite,Rain-fed,7,30,235,11.82,1674
Karnataka,Bangalore Urban,Tomato,Alluvial,Rain-fed,4,12,136,8.88,3004
Maharashtra,Pune,Coconut,Clay,Canal,4,27,33,68.42,27
Tamil Nadu,Coimbatore,Tomato,Sandy Loam,Borewell,6,27,171,13.03,1871
Karnataka,Dharwad,Coconut,Red,Borewell,8,21,216,50.87,38
Tamil Nadu,Coimbatore,Coconut,Alluvial,Canal,6,12,245,36.87,22
Tamil Nadu,Salem,Coconut,Clay,Canal,10,23,58,52.84,30
Karnataka,Mysore,Wheat,Laterite,Tank,5,30,91,0.88,2356
Karnataka,Dharwad,Potato,Loamy,Rain-fed,9,32,158,11.36,2163
Maharashtra,Nagpur,Tomato,Sandy,Borewell,12,14,126,7.36,3041
Maharashtra,Nagpur,Potato,Alluvial,River,9,17,53,20.82,1646
Maharashtra,Nashik,Maize,Black,Borewell,5,17,221,3.35,1483
Maharashtra,Nagpur,Maize,Sandy,Rain-fed,12,17,273,2.21,1981
Karnataka,Haveri,Tomato,Sandy Loam,River,8,31,62,9.04,2643
Tamil Nadu,Salem,Coconut,Alluvial,River,12,27,277,61.91,34
Maharashtra,Thane,Rice,Sandy,River,4,20,49,1.75,1736
Maharashtra,Pune,Coconut,Loamy,Borewell,11,24,119,59.84,28
Maharashtra,Pune,Rice,Alluvial,Canal,11,20,245,2.45,2423
Maharashtra,Pune,Maize,Sandy Loam,Borewell,8,38,123,2.2,2105
Maharashtra,Pune,Tomato,Sandy,Rain-fed,11,38,177,5.74,2699
Maharashtra,Nashik,Chilli,Laterite,River,7,32,280,1.45,13125
Maharashtra,Thane,Chilli,Alluvial,Tank,10,22,299,1.9,13197
Karnataka,Mandya,Tomato,Laterite,River,4,21,30,10.56,3095
Tamil Nadu,Coimbatore,Rice,Loamy,Borewell,7,15,147,2.2,1782
Maharashtra,Nashik,Rice,Clay,Rain-fed,6,29,82,2.09,2051
Karnataka,Mandya,Rice,Black,Borewell,5,38,255,1.91,2336
Karnataka,Dharwad,Onion,Sandy Loam,Canal,5,18,199,8.11,2345
Tamil Nadu,Salem,Chilli,Loamy,Borewell,1,19,132,1.73,15114
Tamil Nadu,Coimbatore,Rice,Clay,River,8,25,34,2.36,1968
Tamil Nadu,Salem,Wheat,Red,Tank,12,20,201,1.38,2654
Tamil Nadu,Madurai,Onion,Loamy,Tank,7,38,141,4.97,1798
Tamil Nadu,Coimbatore,Tomato,Sandy Loam,Rain-fed,10,25,230,12.26,2665
Tamil Nadu,Salem,Potato,Sandy,Tank,3,37,286,7.13,1640
Karnataka,Bangalore Urban,Onion,Loamy,Canal,8,17,175,9.82,2889
Tamil Nadu,Coimbatore,Rice,Clay,Rain-fed,2,33,102,1.97,2030
Tamil Nadu,Coimbatore,Rice,Sandy Loam,Borewell,10,35,30,1.91,2047
Maharashtra,Nashik,Tomato,Sandy Loam,Borewell,2,25,244,13.65,2312
Tamil Nadu,Salem,Coconut,Laterite,Tank,12,18,49,44.46,30
Karnataka,Mysore,Onion,Sandy Loam,Borewell,2,37,157,4.76,2855
Tamil Nadu,Coimbatore,Coconut,Sandy Loam,Rain-fed,4,17,251,41.68,24
Karnataka,Mysore,Rice,Loamy,Borewell,12,34,193,2.19,2517
Maharashtra,Nashik,Tomato,Red,Rain-fed,8,33,76,6.81,2512
Maharashtra,Pune,Potato,Loamy,Tank,1,36,72,8.78,1586
Karnataka,Mysore,Coconut,Laterite,Canal,2,16,204,40.97,37
Maharashtra,Nashik,Maize,Sandy Loam,Tank,1,28,285,2.83,2060
Karnataka,Mandya,Potato,Red,Borewell,11,22,183,16.14,2133
Maharashtra,Nashik,Coconut,Clay,Rain-fed,3,34,80,44.44,32
Tamil Nadu,Salem,Maize,Clay,River,10,27,219,3.0,1839
Karnataka,Bangalore Urban,Wheat,Sandy,Canal,4,36,173,0.55,2741
Tamil Nadu,Madurai,Tomato,Laterite,River,8,14,214,8.55,2500
Tamil Nadu,Salem,Potato,Sandy,River,1,28,282,10.18,1635
Karnataka,Bangalore Urban,Onion,Clay,Canal,3,25,104,8.92,2174
Maharashtra,Nagpur,Rice,Alluvial,Rain-fed,9,21,225,2.4,1991
Maharashtra,Pune,Chilli,Sandy Loam,Borewell,9,34,188,1.62,11619
Tamil Nadu,Madurai,Onion,Red,Canal,4,20,58,9.84,2326
Karnataka,Mysore,Coconut,Alluvial,River,2,37,79,50.42,36
Maharashtra,Pune,Chilli,Alluvial,Tank,2,18,275,1.37,13647
Tamil Nadu,Madurai,Coconut,Alluvial,River,6,37,160,47.25,29
Maharashtra,Pune,Wheat,Red,Canal,10,21,186,1.52,2523
Tamil Nadu,Chennai,Rice,Sandy Loam,River,10,15,164,1.55,2528
Tamil Nadu,Coimbatore,Rice,Sandy,Borewell,4,24,192,2.09,1863
Tamil Nadu,Salem,Rice,Sandy Loam,Tank,2,38,101,1.36,1861
Tamil Nadu,Salem,Onion,Sandy Loam,Canal,12,35,135,4.95,2538
Tamil Nadu,Salem,Rice,Red,Borewell,6,20,27,2.09,2082
Maharashtra,Nagpur,Rice,Loamy,Borewell,10,27,182,2.9,1937
Tamil Nadu,Chennai,Chilli,Black,Borewell,6,17,73,1.57,13110
Karnataka,Mysore,Rice,Alluvial,Rain-fed,10,25,107,2.68,3019
Tamil Nadu,Salem,Wheat,Red,Canal,2,34,37,0.76,1913
Maharashtra,Nagpur,Wheat,Sandy,Borewell,9,25,236,1.03,1921
Maharashtra,Pune,Coconut,Black,Rain-fed,10,15,60,33.21,31
Maharashtra,Thane,Rice,Alluvial,Tank,12,13,235,1.62,1909
Tamil Nadu,Madurai,Rice,Red,Borewell,2,37,132,1.74,1942
Karnataka,Dharwad,Maize,Alluvial,Canal,10,37,225,2.43,2497
Tamil Nadu,Madurai,Tomato,Laterite,Borewell,6,30,21,10.53,2242
Maharashtra,Nagpur,Wheat,Alluvial,Canal,6,14,124,2.0,1964
Tamil Nadu,Salem,Rice,Sandy,Canal,9,38,143,1.44,2192
Maharashtra,Thane,Potato,Laterite,Rain-fed,10,37,217,7.38,1989
Karnataka,Mysore,Coconut,Black,Canal,1,32,251,62.51,34
Maharashtra,Nagpur,Coconut,Alluvial,Canal,3,35,40,59.54,24
Karnataka,Mandya,Chilli,Loamy,Borewell,10,35,292,1.47,18141
Karnataka,Mandya,Wheat,Loamy,Borewell,6,37,161,0.72,2401
Karnataka,Mandya,Wheat,Clay,River,10,22,160,1.3,3124
Karnataka,Mysore,Coconut,Loamy,Borewell,7,22,141,56.69,30
Karnataka,Bangalore Urban,Coconut,Loamy,Rain-fed,6,16,250,43.33,31
Karnataka,Haveri,Rice,Laterite,Canal,7,17,243,2.15,2483
Tamil Nadu,Salem,Wheat,Loamy,Canal,9,21,90,1.67,1996
Karnataka,Dharwad,Onion,Clay,Borewell,7,26,109,8.49,2586
Maharashtra,Nagpur,Wheat,Sandy Loam,River,4,17,109,1.5,2250
Tamil Nadu,Coimbatore,Onion,Laterite,Borewell,8,26,258,8.72,1825
Karnataka,Mysore,Tomato,Loamy,Rain-fed,12,35,125,8.07,3369
Maharashtra,Thane,Wheat,Laterite,Rain-fed,12,19,112,1.47,2463
Karnataka,Haveri,Wheat,Loamy,Tank,1,25,293,1.32,2191
Maharashtra,Nashik,Tomato,Sandy,Canal,2,15,24,7.81,2500
Karnataka,Bangalore Urban,Onion,Black,Borewell,7,15,280,8.46,2266
Tamil Nadu,Madurai,Coconut,Alluvial,River,2,35,204,51.3,25
Tamil Nadu,Salem,Tomato,Red,Canal,8,12,106,7.83,2174
Karnataka,Mandya,Coconut,Black,River,6,34,105,59.41,31
Karnataka,Bangalore Urban,Rice,Alluvial,River,1,20,199,2.4,2192
Karnataka,Mysore,Chilli,Alluvial,Rain-fed,9,35,252,1.44,14172
Karnataka,Dharwad,Chilli,Loamy,River,8,29,243,1.95,14846
Karnataka,Bangalore Urban,Wheat,Sandy Loam,River,11,27,113,1.08,2752
Tamil Nadu,Madurai,Onion,Red,Tank,1,18,59,7.38,1951
Maharashtra,Pune,Maize,Laterite,Borewell,2,23,97,3.11,1756
Maharashtra,Nagpur,Potato,Sandy,Canal,11,26,58,13.02,1938
Tamil Nadu,Coimbatore,Wheat,Black,Rain-fed,10,24,256,1.32,2042
Tamil Nadu,Coimbatore,Wheat,Alluvial,River,1,32,116,0.81,2358
Tamil Nadu,Madurai,Chilli,Sandy,Tank,2,30,104,1.37,11619
Tamil Nadu,Salem,Chilli,Loamy,Borewell,3,32,173,1.89,12198
Karnataka,Mysore,Coconut,Sandy,Borewell,3,12,73,26.82,38
Karnataka,Haveri,Wheat,Alluvial,Canal,6,28,297,1.25,2653
Karnataka,Dharwad,Tomato,Sandy Loam,Borewell,7,34,275,9.84,2988
Karnataka,Bangalore Urban,Chilli,Sandy Loam,Rain-fed,9,24,170,1.53,15741
Maharashtra,Pune,Coconut,Alluvial,Tank,7,21,160,53.2,27
Maharashtra,Nagpur,Rice,Red,Canal,10,27,262,2.63,2505
Karnataka,Belagavi,Potato,Loamy,Rain-fed,1,13,82,16.2,2242
Tamil Nadu,Salem,Rice,Laterite,Canal,7,29,283,2.14,1707
Karnataka,Belagavi,Tomato,Loamy,Borewell,2,38,78,8.84,2816
Tamil Nadu,Coimbatore,Maize,Sandy Loam,Borewell,5,16,109,2.51,1601
Maharashtra,Thane,Tomato,Sandy Loam,Rain-fed,7,13,212,8.62,2402
Tamil Nadu,Madurai,Wheat,Red,Borewell,2,16,87,1.75,2058
Maharashtra,Thane,Rice,Clay,Canal,1,22,242,2.42,2157
Karnataka,Bangalore Urban,Rice,Black,River,2,33,113,1.89,2436
Maharashtra,Thane,Tomato,Alluvial,Borewell,11,34,206,10.33,3049
Tamil Nadu,Madurai,Wheat,Alluvial,Canal,5,36,192,0.83,2208
Tamil Nadu,Salem,Chilli,Laterite,Rain-fed,5,21,253,1.42,11654
Tamil Nadu,Chennai,Chilli,Loamy,River,5,27,79,1.78,12769
Karnataka,Bangalore Urban,Wheat,Loamy,Borewell,5,30,105,1.14,2086
Karnataka,Mysore,Coconut,Clay,Tank,2,14,200,34.12,29
Maharashtra,Thane,Rice,Sandy,Rain-fed,11,12,115,1.27,1951
Karnataka,Dharwad,Tomato,Laterite,Canal,1,15,185,8.93,2631
Karnataka,Mandya,Potato,Loamy,River,10,27,275,13.93,2181
Tamil Nadu,Madurai,Maize,Sandy Loam,Borewell,8,23,158,3.14,1607
Karnataka,Mysore,Onion,Clay,Canal,11,21,24,9.97,2633
Karnataka,Mandya,Tomato,Alluvial,River,1,16,245,10.75,3115
Tamil Nadu,Chennai,Wheat,Loamy,Borewell,11,26,160,1.33,2519
Maharashtra,Pune,Chilli,Laterite,River,10,38,236,1.15,14457
Tamil Nadu,Chennai,Potato,Clay,Rain-fed,9,24,177,15.37,1819
Tamil Nadu,Salem,Wheat,Black,Rain-fed,1,18,237,1.52,1859
Karnataka,Haveri,Onion,Sandy,Tank,7,21,100,7.23,2404
Tamil Nadu,Salem,Tomato,Black,Canal,7,20,52,11.8,2510
Karnataka,Haveri,Potato,Red,Tank,8,16,226,17.13,2153
Maharashtra,Nagpur,Onion,Sandy Loam,Rain-fed,2,38,140,4.23,2165
Maharashtra,Nashik,Potato,Black,Rain-fed,10,17,39,14.12,2053
Maharashtra,Nashik,Potato,Black,River,10,14,211,17.14,1914
Tamil Nadu,Coimbatore,Chilli,Sandy,Tank,5,31,251,1.23,12451
Tamil Nadu,Coimbatore,Maize,Clay,Rain-fed,11,14,299,2.36,2046
Karnataka,Mandya,Potato,Sandy,Canal,11,35,60,8.0,2561
Karnataka,Mandya,Potato,Sandy Loam,Canal,7,18,103,20.05,1768
Maharashtra,Nagpur,Tomato,Loamy,Rain-fed,8,26,236,11.5,2701
Karnataka,Belagavi,Chilli,Laterite,Tank,11,34,181,1.28,16416
Maharashtra,Nagpur,Onion,Sandy,River,4,33,42,4.85,2340
Maharashtra,Thane,Maize,Alluvial,Borewell,5,17,132,3.25,1645
Karnataka,Dharwad,Maize,Black,River,9,20,147,2.89,2461
Karnataka,Dharwad,Tomato,Alluvial,Borewell,10,18,45,11.02,2932
Maharashtra,Nagpur,Tomato,Laterite,Borewell,6,20,200,10.9,2061
Karnataka,Mysore,Chilli,Alluvial,Rain-fed,4,27,295,1.83,16509
Maharashtra,Nashik,Chilli,Alluvial,River,1,24,21,1.81,14118
Tamil Nadu,Coimbatore,Rice,Sandy,Rain-fed,11,36,287,1.26,2278
Maharashtra,Thane,Potato,Loamy,Canal,12,17,193,21.61,2125
Karnataka,Bangalore Urban,Maize,Red,Rain-fed,2,20,26,2.1,2193
Maharashtra,Pune,Coconut,Loamy,Canal,12,29,228,70.89,33
Karnataka,Dharwad,Maize,Sandy,Borewell,1,19,241,2.32,2162
Tamil Nadu,Chennai,Tomato,Sandy,Rain-fed,2,37,21,4.68,2197
Tamil Nadu,Chennai,Maize,Black,Tank,3,22,190,3.16,1880
Karnataka,Mandya,Chilli,Clay,Rain-fed,12,32,297,1.34,15481
Karnataka,Haveri,Rice,Clay,Rain-fed,11,22,226,2.09,2380
Maharashtra,Pune,Coconut,Red,Rain-fed,12,20,177,45.74,36
Maharashtra,Nagpur,Wheat,Sandy Loam,Canal,1,31,300,0.9,2109
Maharashtra,Pune,Chilli,Black,Rain-fed,4,13,144,1.18,11540
Tamil Nadu,Madurai,Tomato,Black,Borewell,4,38,107,8.95,2614
Maharashtra,Nashik,Chilli,Black,Rain-fed,6,29,91,1.67,12302
Maharashtra,Nashik,Maize,Alluvial,River,1,29,99,2.96,1923
Tamil Nadu,Coimbatore,Onion,Sandy,Tank,5,15,92,6.41,1997
Tamil Nadu,Chennai,Rice,Sandy Loam,River,2,33,90,1.77,2259
Karnataka,Haveri,Tomato,Sandy Loam,Rain-fed,5,35,59,6.94,2850
Maharashtra,Thane,Onion,Sandy Loam,Rain-fed,2,30,284,5.86,1854
Maharashtra,Pune,Tomato,Red,River,11,28,22,11.45,2266
Karnataka,Mysore,Wheat,Loamy,River,2,15,165,1.61,2572
Maharashtra,Thane,Maize,Sandy,Tank,9,15,287,1.98,1787
Karnataka,Bangalore Urban,Maize,Red,Borewell,7,31,203,2.53,1911
Karnataka,Mysore,Coconut,Loamy,Canal,4,35,147,60.37,30
Tamil Nadu,Salem,Coconut,Black,Rain-fed,6,15,88,41.15,28
Tamil Nadu,Salem,Wheat,Alluvial,Borewell,1,23,168,1.48,2027
Tamil Nadu,Coimbatore,Chilli,Alluvial,Borewell,7,38,272,1.39,10677
Tamil Nadu,Salem,Chilli,Loamy,Tank,3,22,139,1.58,14949
Tamil Nadu,Salem,Maize,Red,Tank,8,18,274,2.71,2098
Maharashtra,Nashik,Maize,Red,Canal,8,32,270,2.57,1769
Karnataka,Dharwad,Rice,Laterite,Tank,6,38,215,1.56,2096
Karnataka,Mysore,Tomato,Red,Borewell,6,13,107,9.04,2604
Tamil Nadu,Madurai,Maize,Laterite,Tank,10,15,23,2.31,1903
Maharashtra,Nagpur,Coconut,Black,Rain-fed,6,13,207,37.13,29
Tamil Nadu,Salem,Rice,Loamy,Tank,5,23,288,2.57,1810
Karnataka,Mandya,Onion,Sandy,Tank,10,14,267,5.17,3079
Tamil Nadu,Salem,Maize,Clay,Rain-fed,4,33,91,2.32,1799
Maharashtra,Pune,Chilli,Sandy Loam,Tank,2,14,217,1.15,15244
Karnataka,Mysore,Wheat,Sandy,Borewell,5,36,212,0.63,2082
Tamil Nadu,Coimbatore,Onion,Sandy,Rain-fed,9,19,176,7.18,1780
Tamil Nadu,Madurai,Tomato,Loamy,Borewell,12,13,153,10.66,2618
Maharashtra,Pune,Onion,Laterite,Borewell,2,27,69,8.39,2189
Tamil Nadu,Chennai,Coconut,Clay,River,12,36,271,50.04,34
Tamil Nadu,Coimbatore,Potato,Red,River,7,22,49,16.67,1733
Tamil Nadu,Chennai,Tomato,Laterite,Canal,12,38,230,7.16,3003
Karnataka,Bangalore Urban,Wheat,Sandy,River,4,22,121,1.01,2827
Tamil Nadu,Chennai,Tomato,Loamy,Rain-fed,1,38,275,7.26,2621
Maharashtra,Nashik,Chilli,Laterite,Tank,4,12,273,0.97,12287
Karnataka,Belagavi,Potato,Laterite,Canal,4,13,284,16.63,2306
Tamil Nadu,Madurai,Chilli,Loamy,Rain-fed,12,15,36,0.96,14862
Maharashtra,Nashik,Tomato,Alluvial,Rain-fed,3,15,37,8.18,2443
Maharashtra,Nagpur,Chilli,Sandy,Canal,9,35,234,1.25,13753
Karnataka,Mysore,Potato,Alluvial,Tank,7,33,140,11.53,1764
Karnataka,Bangalore Urban,Rice,Sandy,Canal,1,31,106,1.94,2761
Karnataka,Bangalore Urban,Tomato,Alluvial,River,12,20,283,10.9,3126
Maharashtra,Thane,Onion,Laterite,Canal,5,23,170,9.6,1655
Maharashtra,Nashik,Wheat,Loamy,Rain-fed,6,15,129,1.91,2147
Karnataka,Haveri,Rice,Black,Tank,5,21,162,2.22,2434
Maharashtra,Pune,Coconut,Black,Borewell,4,13,296,43.55,31
Tamil Nadu,Madurai,Coconut,Laterite,Canal,3,24,88,55.72,26
Maharashtra,Thane,Tomato,Red,Canal,4,34,287,8.45,2100
Maharashtra,Nagpur,Wheat,Sandy Loam,Tank,3,30,105,0.8,1994
Maharashtra,Nashik,Onion,Loamy,River,6,30,77,6.5,2067
Tamil Nadu,Salem,Onion,Alluvial,River,11,23,224,9.66,2124
Tamil Nadu,Salem,Coconut,Loamy,Rain-fed,8,18,85,49.16,28
Karnataka,Mandya,Potato,Laterite,Borewell,3,28,91,13.01,1827
Karnataka,Belagavi,Potato,Sandy Loam,River,5,14,287,14.73,2085
Tamil Nadu,Coimbatore,Wheat,Sandy Loam,River,2,18,186,1.51,2312
Karnataka,Haveri,Potato,Clay,Canal,10,17,220,17.29,2124
Maharashtra,Pune,Wheat,Laterite,Canal,2,24,31,1.18,1977
Tamil Nadu,Coimbatore,Coconut,Red,Borewell,7,13,169,36.49,27
Tamil Nadu,Madurai,Maize,Sandy Loam,Borewell,4,35,283,2.55,1693
Karnataka,Bangalore Urban,Coconut,Laterite,River,10,16,67,39.14,33
Tamil Nadu,Chennai,Rice,Clay,Tank,4,34,267,1.72,1776
Tamil Nadu,Coimbatore,Onion,Black,Rain-fed,1,12,223,6.53,1849
Tamil Nadu,Salem,Coconut,Clay,Rain-fed,11,31,56,44.7,33
Maharashtra,Thane,Coconut,Clay,Rain-fed,9,18,137,43.57,25
